Canonicalized SMILES,Standardized SMILES,Canonicalized Taste,Original Labels,Source,multi_taste
COc1c(OC2OC(CO)C(O)C(O)C2O)c(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1OC,COc1c(OC2OC(CO)C(O)C(O)C2O)c(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1OC,sweet,sweet-like,flavor_db,0
O=c1cc(-c2ccc(O)c(O)c2)oc2c(O)c(OC3OC(CO)C(O)C(O)C3O)c(O)c(O)c12,O=c1cc(-c2ccc(O)c(O)c2)oc2c(O)c(OC3OC(CO)C(O)C(O)C3O)c(O)c(O)c12,sweet,sweet-like,flavor_db,0
O=c1c(O)c(-c2ccc(OC3OC(CO)C(O)C(O)C3O)c(O)c2)oc2cc(O)ccc12,O=c1c(O)c(-c2ccc(OC3OC(CO)C(O)C(O)C3O)c(O)c2)oc2cc(O)ccc12,sweet,sweet-like,flavor_db,0
CC1OC(OCC2OC(Oc3ccc4c(=O)c(O)c(-c5ccc(O)c(O)c5)oc4c3)C(O)C(O)C2O)C(O)C(O)C1O,CC1OC(OCC2OC(Oc3ccc4c(=O)c(O)c(-c5ccc(O)c(O)c5)oc4c3)C(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db,0
COc1cc(-c2oc3cc(O)ccc3c(=O)c2O)ccc1OC1OC(CO)C(O)C(O)C1O,COc1cc(-c2oc3cc(O)ccc3c(=O)c2O)ccc1OC1OC(CO)C(O)C(O)C1O,sweet,sweet-like,flavor_db,0
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(OC3OCC(O)C(O)C3O)cc(O)c12,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(OC3OCC(O)C(O)C3O)cc(O)c12,sweet,sweet-like,flavor_db,0
CC1OC(Oc2cc(O)c3c(=O)c(OC4OCC(O)C(O)C4O)c(-c4ccc(O)c(O)c4)oc3c2)C(O)C(O)C1O,CC1OC(Oc2cc(O)c3c(=O)c(OC4OCC(O)C(O)C4O)c(-c4ccc(O)c(O)c4)oc3c2)C(O)C(O)C1O,sweet,sweet-like,flavor_db,0
CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(OC4OCC(O)C(O)C4O)cc(O)c3c2=O)C(O)C(O)C1O,CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(OC4OCC(O)C(O)C4O)cc(O)c3c2=O)C(O)C(O)C1O,sweet,sweet-like,flavor_db,0
CC1OC(OCC2OC(Oc3cc(O)c4c(=O)c(O)c(-c5ccc(O)c(O)c5)oc4c3)C(O)C(O)C2O)C(O)C(O)C1O,CC1OC(OCC2OC(Oc3cc(O)c4c(=O)c(O)c(-c5ccc(O)c(O)c5)oc4c3)C(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db,0
O=c1c(O)c(-c2ccc(OC3OC(O)C(O)C(O)C3O)c(O)c2)oc2cc(O)cc(O)c12,O=c1c(O)c(-c2ccc(OC3OC(O)C(O)C(O)C3O)c(O)c2)oc2cc(O)cc(O)c12,sweet,sweet-like,flavor_db,0
CC1OC(Oc2c(-c3ccc(O)c(OC4OC(CO)C(O)C(O)C4O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,CC1OC(Oc2c(-c3ccc(O)c(OC4OC(CO)C(O)C(O)C4O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,sweet,sweet-like,flavor_db,0
COc1cc(-c2oc3cc(OC4OC(C)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)ccc1O,COc1cc(-c2oc3cc(OC4OC(C)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)ccc1O,sweet,sweet-like,flavor_db,0
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)ccc1OC1OC(C)C(O)C(O)C1O,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)ccc1OC1OC(C)C(O)C(O)C1O,sweet,sweet-like,flavor_db,0
CCC1OC(Oc2cc(O)cc3oc(-c4ccc(O)c(OC)c4)c(O)c(=O)c23)C(O)C(O)C1O,CCC1OC(Oc2cc(O)cc3oc(-c4ccc(O)c(OC)c4)c(O)c(=O)c23)C(O)C(O)C1O,sweet,sweet-like,flavor_db,0
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2OC2OCC(O)C(O)C2O)ccc1O,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2OC2OCC(O)C(O)C2O)ccc1O,sweet,sweet-like,flavor_db,0
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2OC2OC(C)C(O)C(O)C2O)ccc1O,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2OC2OC(C)C(O)C(O)C2O)ccc1O,sweet,sweet-like,flavor_db,0
COc1cc(-c2oc3cc(OC4OC(C)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OCC(O)C(O)C2O)ccc1O,COc1cc(-c2oc3cc(OC4OC(C)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OCC(O)C(O)C2O)ccc1O,sweet,sweet-like,flavor_db,0
COc1cc(-c2oc3cc(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2O)ccc1O,COc1cc(-c2oc3cc(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2O)ccc1O,sweet,sweet-like,flavor_db,0
COc1cc(-c2oc3cc(OC4OC(C)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2O)ccc1O,COc1cc(-c2oc3cc(OC4OC(C)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2O)ccc1O,sweet,sweet-like,flavor_db,0
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O,sweet,sweet-like,flavor_db,0
COc1ccc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2O)cc1O,COc1ccc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2O)cc1O,sweet,sweet-like,flavor_db,0
COc1ccc(-c2oc3cc(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)cc1O,COc1ccc(-c2oc3cc(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)cc1O,sweet,sweet-like,flavor_db,0
CC1OC(Oc2cc(-c3oc4cc(O)cc(O)c4c(=O)c3O)cc(O)c2O)C(O)C(O)C1O,CC1OC(Oc2cc(-c3oc4cc(O)cc(O)c4c(=O)c3O)cc(O)c2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db,0
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)cc(O)c1O,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)cc(O)c1O,sweet,sweet-like,flavor_db,0
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)cc(O)c1O,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)cc(O)c1O,sweet,sweet-like,flavor_db,0
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2O)cc(O)c1O,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2O)cc(O)c1O,sweet,sweet-like,flavor_db,0
CCC1OC(Oc2c(-c3cc(OC)c(O)c(OC)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,CCC1OC(Oc2c(-c3cc(OC)c(O)c(OC)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,sweet,sweet-like,flavor_db,0
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OCC(O)C(O)C2O)cc(OC)c1O,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OCC(O)C(O)C2O)cc(OC)c1O,sweet,sweet-like,flavor_db,0
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2O)cc(OC)c1O,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2O)cc(OC)c1O,sweet,sweet-like,flavor_db,0
COc1c(O)cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)cc1O,COc1c(O)cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)cc1O,sweet,sweet-like,flavor_db,0
COc1c(O)cc(-c2oc3cc(OC4OC(C)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2O)cc1O,COc1c(O)cc(-c2oc3cc(OC4OC(C)C(O)C(O)C4O)cc(O)c3c(=O)c2OC2OC(C)C(O)C(O)C2O)cc1O,sweet,sweet-like,flavor_db,0
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)cc(O)c1OC,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(CO)C(O)C(O)C2O)cc(O)c1OC,sweet,sweet-like,flavor_db,0
COc1cc(O)cc2oc(-c3ccc(O)c(O)c3)c(OC3OC(CO)C(O)C(O)C3O)c(=O)c12,COc1cc(O)cc2oc(-c3ccc(O)c(O)c3)c(OC3OC(CO)C(O)C(O)C3O)c(=O)c12,sweet,sweet-like,flavor_db,0
COc1cc(O)cc2oc(-c3ccc(O)c(O)c3)c(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)c(=O)c12,COc1cc(O)cc2oc(-c3ccc(O)c(O)c3)c(OC3OC(COC4OC(C)C(O)C(O)C4O)C(O)C(O)C3O)c(=O)c12,sweet,sweet-like,flavor_db,0
COc1cc(OC2OC(CO)C(O)C(O)C2O)cc2oc(-c3cc(O)c(O)c(O)c3)c(O)c(=O)c12,COc1cc(OC2OC(CO)C(O)C(O)C2O)cc2oc(-c3cc(O)c(O)c(O)c3)c(O)c(=O)c12,sweet,sweet-like,flavor_db,0
COc1cc(O)c2c(=O)c(OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)c(-c3ccc(O)c(O)c3)oc2c1,COc1cc(O)c2c(=O)c(OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)c(-c3ccc(O)c(O)c3)oc2c1,sweet,sweet-like,flavor_db,0
COc1cc(O)c2c(=O)c(OC3OC(CO)C(O)C(O)C3O)c(-c3ccc(O)c(OC4OC(C)C(O)C(O)C4O)c3)oc2c1,COc1cc(O)c2c(=O)c(OC3OC(CO)C(O)C(O)C3O)c(-c3ccc(O)c(OC4OC(C)C(O)C(O)C4O)c3)oc2c1,sweet,sweet-like,flavor_db,0
COc1cc(O)c2c(=O)c(OC3OC(CO)C(O)C(O)C3O)c(-c3ccc(OC4OC(CO)C(O)C(O)C4O)c(O)c3)oc2c1,COc1cc(O)c2c(=O)c(OC3OC(CO)C(O)C(O)C3O)c(-c3ccc(OC4OC(CO)C(O)C(O)C4O)c(O)c3)oc2c1,sweet,sweet-like,flavor_db,0
COc1cc(O)c2c(=O)c(OC3OCC(O)C(O)C3O)c(-c3ccc(O)c(O)c3)oc2c1,COc1cc(O)c2c(=O)c(OC3OCC(O)C(O)C3O)c(-c3ccc(O)c(O)c3)oc2c1,sweet,sweet-like,flavor_db,0
COc1cc(OC2OC(CO)C(O)C(O)C2O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1,COc1cc(OC2OC(CO)C(O)C(O)C2O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc2c1,sweet,sweet-like,flavor_db,0
COc1cc(O)c2c(=O)c(OC3OC(C)C(OC4OC(C)C(O)C(O)C4O)C(O)C3O)c(-c3ccc(O)c(O)c3)oc2c1,COc1cc(O)c2c(=O)c(OC3OC(C)C(OC4OC(C)C(O)C(O)C4O)C(O)C3O)c(-c3ccc(O)c(O)c3)oc2c1,sweet,sweet-like,flavor_db,0
COc1cc(O)c2c(=O)c(OC3OC(CO)C(O)C(OC4OC(CO)C(O)C(O)C4O)C3O)c(-c3ccc(O)c(O)c3)oc2c1,COc1cc(O)c2c(=O)c(OC3OC(CO)C(O)C(OC4OC(CO)C(O)C(O)C4O)C3O)c(-c3ccc(O)c(O)c3)oc2c1,sweet,sweet-like,flavor_db,0
COc1cc(O)c2c(=O)c(O)c(-c3ccc(OC4OC(CO)C(O)C(O)C4O)c(OC)c3)oc2c1,COc1cc(O)c2c(=O)c(O)c(-c3ccc(OC4OC(CO)C(O)C(O)C4O)c(OC)c3)oc2c1,sweet,sweet-like,flavor_db,0
COc1cc(O)c2c(=O)c(OC3OC(CO)C(O)C(O)C3OC3OCC(O)C(O)C3O)c(-c3ccc(O)c(OC)c3)oc2c1,COc1cc(O)c2c(=O)c(OC3OC(CO)C(O)C(O)C3OC3OCC(O)C(O)C3O)c(-c3ccc(O)c(OC)c3)oc2c1,sweet,sweet-like,flavor_db,0
COc1cc(O)c2c(=O)c(OC3OC(CO)C(O)C(O)C3O)c(-c3ccc(OC)c(O)c3)oc2c1,COc1cc(O)c2c(=O)c(OC3OC(CO)C(O)C(O)C3O)c(-c3ccc(OC)c(O)c3)oc2c1,sweet,sweet-like,flavor_db,0
COc1ccc(-c2oc3c(CC=C(C)C)c(OC)cc(O)c3c(=O)c2OC2OC(C)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)cc1O,COc1ccc(-c2oc3c(CC=C(C)C)c(OC)cc(O)c3c(=O)c2OC2OC(C)C(OC3OC(C)C(O)C(O)C3O)C(O)C2O)cc1O,sweet,sweet-like,flavor_db,0
COc1cc(O)c2c(=O)c(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)c(-c3ccc(OC)c(O)c3)oc2c1,COc1cc(O)c2c(=O)c(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)c(-c3ccc(OC)c(O)c3)oc2c1,sweet,sweet-like,flavor_db,0
COc1cc(O)c2c(=O)c(OC3OCC(O)C(O)C3O)c(-c3ccc(OC)c(OC)c3)oc2c1,COc1cc(O)c2c(=O)c(OC3OCC(O)C(O)C3O)c(-c3ccc(OC)c(OC)c3)oc2c1,sweet,sweet-like,flavor_db,0
COc1cc(O)c2c(=O)c(OC3OC(C)C(O)C(O)C3O)c(-c3ccc(OC)c(OC)c3)oc2c1,COc1cc(O)c2c(=O)c(OC3OC(C)C(O)C(O)C3O)c(-c3ccc(OC)c(OC)c3)oc2c1,sweet,sweet-like,flavor_db,0
COc1cc(O)c2c(=O)c(OC3OC(C)C(O)C(O)C3O)c(-c3cc(O)c(OC4OC(C)C(O)C(O)C4O)c(O)c3)oc2c1,COc1cc(O)c2c(=O)c(OC3OC(C)C(O)C(O)C3O)c(-c3cc(O)c(OC4OC(C)C(O)C(O)C4O)c(O)c3)oc2c1,sweet,sweet-like,flavor_db,0
COc1cc(O)c2c(=O)c(OC3OC(CO)C(O)C(O)C3O)c(-c3cc(O)c(OC)c(O)c3)oc2c1,COc1cc(O)c2c(=O)c(OC3OC(CO)C(O)C(O)C3O)c(-c3cc(O)c(OC)c(O)c3)oc2c1,sweet,sweet-like,flavor_db,0
COc1cc(O)c2c(=O)c(OC)c(-c3ccc(O)c(OC4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)c3)oc2c1,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(O)c(OC4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)c3)oc2c1,sweet,sweet-like,flavor_db,0
COc1c(-c2ccc(O)c(O)c2)oc2cc(OC3OC(C)C(O)C(O)C3O)cc(O)c2c1=O,COc1c(-c2ccc(O)c(O)c2)oc2cc(OC3OC(C)C(O)C(O)C3O)cc(O)c2c1=O,sweet,sweet-like,flavor_db,0
COc1c(-c2ccc(O)c(OC3OC(CO)C(O)C(O)C3O)c2)oc2cc(O)cc(O)c2c1=O,COc1c(-c2ccc(O)c(OC3OC(CO)C(O)C(O)C3O)c2)oc2cc(O)cc(O)c2c1=O,sweet,sweet-like,flavor_db,0
COc1c(-c2ccc(OC3OC(CO)C(O)C(O)C3O)c(O)c2)oc2cc(O)cc(O)c2c1=O,COc1c(-c2ccc(OC3OC(CO)C(O)C(O)C3O)c(O)c2)oc2cc(O)cc(O)c2c1=O,sweet,sweet-like,flavor_db,0
COc1c(-c2ccc(O)c(OC3OCC(O)C(O)C3O)c2)oc2cc(OC3OC(C)C(O)C(O)C3O)cc(O)c2c1=O,COc1c(-c2ccc(O)c(OC3OCC(O)C(O)C3O)c2)oc2cc(OC3OC(C)C(O)C(O)C3O)cc(O)c2c1=O,sweet,sweet-like,flavor_db,0
COc1c(-c2ccc(O)c(O)c2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(OC)c2c1=O,COc1c(-c2ccc(O)c(O)c2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(OC)c2c1=O,sweet,sweet-like,flavor_db,0
COc1cc(OC2OC(CO)C(O)C(O)C2O)c2c(=O)c(OC)c(-c3ccc(O)c(O)c3)oc2c1,COc1cc(OC2OC(CO)C(O)C(O)C2O)c2c(=O)c(OC)c(-c3ccc(O)c(O)c3)oc2c1,sweet,sweet-like,flavor_db,0
COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC4OC(CO)C(O)C(O)C4O)c(O)c3)oc2c1,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC4OC(CO)C(O)C(O)C4O)c(O)c3)oc2c1,sweet,sweet-like,flavor_db,0
COc1c(-c2ccc(O)c(O)c2)oc2cc(OC3OC(CO)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)cc(O)c2c1=O,COc1c(-c2ccc(O)c(O)c2)oc2cc(OC3OC(CO)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)cc(O)c2c1=O,sweet,sweet-like,flavor_db,0
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC)ccc1OC1OC(CO)C(O)C(O)C1O,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC)ccc1OC1OC(CO)C(O)C(O)C1O,sweet,sweet-like,flavor_db,0
COc1cc(-c2oc3cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc(O)c3c(=O)c2OC)ccc1O,COc1cc(-c2oc3cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc(O)c3c(=O)c2OC)ccc1O,sweet,sweet-like,flavor_db,0
COc1ccc(-c2oc3cc(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c(=O)c2OC)cc1O,COc1ccc(-c2oc3cc(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c(=O)c2OC)cc1O,sweet,sweet-like,flavor_db,0
COc1ccc(-c2oc3cc(OC4OC(C)C(O)C(O)C4O)cc(O)c3c(=O)c2OC)cc1O,COc1ccc(-c2oc3cc(OC4OC(C)C(O)C(O)C4O)cc(O)c3c(=O)c2OC)cc1O,sweet,sweet-like,flavor_db,0
COc1c(-c2cc(O)c(O)c(OC3OCC(O)C(O)C3O)c2)oc2cc(O)cc(O)c2c1=O,COc1c(-c2cc(O)c(O)c(OC3OCC(O)C(O)C3O)c2)oc2cc(O)cc(O)c2c1=O,sweet,sweet-like,flavor_db,0
COc1c(-c2cc(O)c(O)c(OC3OC(CO)C(O)C(O)C3O)c2)oc2cc(O)cc(O)c2c1=O,COc1c(-c2cc(O)c(O)c(OC3OC(CO)C(O)C(O)C3O)c2)oc2cc(O)cc(O)c2c1=O,sweet,sweet-like,flavor_db,0
COc1c(O)cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC)cc1OC1OCC(O)C(O)C1O,COc1c(O)cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC)cc1OC1OCC(O)C(O)C1O,sweet,sweet-like,flavor_db,0
COc1c(O)cc(-c2oc3cc(OC4OC(C)C(O)C(O)C4O)cc(O)c3c(=O)c2OC)cc1OC1OCC(O)C(O)C1O,COc1c(O)cc(-c2oc3cc(OC4OC(C)C(O)C(O)C4O)cc(O)c3c(=O)c2OC)cc1OC1OCC(O)C(O)C1O,sweet,sweet-like,flavor_db,0
COc1cc(-c2cc(=O)c3c(O)c(OC)c(OC)c(OC)c3o2)ccc1OC1OC(O)C(O)C(O)C1O,COc1cc(-c2cc(=O)c3c(O)c(OC)c(OC)c(OC)c3o2)ccc1OC1OC(O)C(O)C(O)C1O,sweet,sweet-like,flavor_db,0
COC(=O)CCCNC(=O)C(Cc1ccccc1)NC(C)=O,COC(=O)CCCNC(=O)C(Cc1ccccc1)NC(C)=O,sweet,sweet,flavor_db,0
CC(OP(=O)(O)OP(=O)(O)OP(=O)(O)O)C1OC(n2cnc3c(N)ncnc32)C(O)C1O,CC(OP(=O)(O)OP(=O)(O)OP(=O)(O)O)C1OC(n2cnc3c(N)ncnc32)C(O)C1O,sweet,sweet-like,flavor_db,0
COC1C(COP(=O)(O)OP(=O)(O)O)OC(n2cnc3c(N)ncnc32)C1O,COC1C(COP(=O)(O)OP(=O)(O)O)OC(n2cnc3c(N)ncnc32)C1O,sweet,sweet-like,flavor_db,0
CCNc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,CCNc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db,0
CCCNc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,CCCNc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db,0
CNc1nc(N)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)O)C(O)C3O)c2n1,CNc1nc(N)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)O)C(O)C3O)c2n1,sweet,sweet-like,flavor_db,0
CNc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,CNc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db,0
COC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)CNC(=O)C(N)CC(C)C)C(C)C,COC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)CNC(=O)C(N)CC(C)C)C(C)C,sweet,sweet,flavor_db,0
COC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)CC=CC(N)CC(C)C)C(C)C,COC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)CC=CC(N)CC(C)C)C(C)C,sweet,sweet,flavor_db,0
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)C(F)F)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)C(F)F)C(O)C1O,sweet,sweet-like,flavor_db,0
CCOCC1(O)OCC(O)C(O)C1O,CCOCC1(O)OCC(O)C(O)C1O,sweet,sweet,flavor_db,0
CC(C)CC(NC(C)C(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,CC(C)CC(NC(C)C(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,0
CC(O)C(N)COP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,CC(O)C(N)COP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,sweet,sweet-like,flavor_db,0
CCCCCCC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC,CCCCCCC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC,sweet,sweet,flavor_db,0
CCCCCCCCC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC,CCCCCCCCC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC,sweet,sweet,flavor_db,0
CCCCCCCCCCCCC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC,CCCCCCCCCCCCC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC,sweet,sweet,flavor_db,0
CCCCCCCC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC,CCCCCCCC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC,sweet,sweet,flavor_db,0
CCCCCCCCCCC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC,CCCCCCCCCCC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC,sweet,sweet,flavor_db,0
CCCCCCCCCCCCCCCC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC,CCCCCCCCCCCCCCCC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC,sweet,sweet,flavor_db,0
CCCCCCCCCCCCCCC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC,CCCCCCCCCCCCCCC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC,sweet,sweet,flavor_db,0
CCCCCCCCCC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC,CCCCCCCCCC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC,sweet,sweet,flavor_db,0
COC(=O)CCNC(=O)C(CC1CCCCC1)NC(=O)C(CCCc1ccc(C)cc1)CC(=O)O,COC(=O)CCNC(=O)C(CC1CCCCC1)NC(=O)C(CCCc1ccc(C)cc1)CC(=O)O,sweet,sweet,flavor_db,0
COC(=O)CCNC(=O)C(CC1CCCCC1)NC(=O)C(CCCc1ccccc1)CC(=O)O,COC(=O)CCNC(=O)C(CC1CCCCC1)NC(=O)C(CCCc1ccccc1)CC(=O)O,sweet,sweet,flavor_db,0
Nc1ncnc2c1ncn2C1COC(COP(=O)(O)O)C1O,Nc1ncnc2c1ncn2C1COC(COP(=O)(O)O)C1O,sweet,sweet-like,flavor_db,0
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)CCOCCP(=O)(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)CCOCCP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db,0
COCC1=CCC=C(C=NO)C1,COCC1=CCC=C(C=NO)C1,sweet,sweet-like,flavor_db,1
C=CCc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,C=CCc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,sweet,sweet,flavor_db,0
CNc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,CNc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db,0
