Canonicalized SMILES,Canonicalized Taste,Original Labels,Source,mol,standardised_smiles
Nc1ncnc2c1ncn2C1OC(COP(=S)(S)OP(=O)(O)OP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b189b60>,Nc1ncnc2c1ncn2C1OC(COP(=S)(S)OP(=O)(O)OP(=O)(O)O)C(O)C1O
COc1cc(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)c2c(=O)cc(-c3ccc(OC)c(OC)c3)oc2c1,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b189bd0>,COc1cc(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)c2c(=O)cc(-c3ccc(OC)c(OC)c3)oc2c1
COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)O)CCC34C)C2(C)C)C(O)C(O)C1O,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b189c40>,COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)O)CCC34C)C2(C)C)C(O)C(O)C1O
CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b189d20>,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1
COc1cc2c(c(O)c1OC)C(=O)CC(c1ccc(OC3OC(CO)C(O)C(O)C3O)cc1)O2,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18a0a0>,COc1cc2c(c(O)c1OC)C(=O)CC(c1ccc(OC3OC(CO)C(O)C(O)C3O)cc1)O2
C=C1C2CCC3C4(C)CC(OC5OC(CO)C(O)C(O)C5O)CC(C(=O)O)C4CCC3(C2)C1O,sweet,sweet,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18a110>,C=C1C2CCC3C4(C)CC(OC5OC(CO)C(O)C(O)C5O)CC(C(=O)O)C4CCC3(C2)C1O
OCC1OC(OC2C(O)C(CO)OC(OCC3OC(O)(CO)C(O)C3O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18a180>,OCC1OC(OC2C(O)C(CO)OC(OCC3OC(O)(CO)C(O)C3O)C2O)C(O)C(O)C1O
COc1cc(O)c2c(=O)c(-c3cc(OC)c(OC)c(OC4OC(CO)C(O)C(O)C4O)c3)coc2c1,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18a1f0>,COc1cc(O)c2c(=O)c(-c3cc(OC)c(OC)c(OC4OC(CO)C(O)C(O)C4O)c3)coc2c1
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c(C3OC(OC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)c(O)c12,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18a260>,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)c(C3OC(OC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)c(O)c12
CC1OC(OCC2OC(Oc3cc(O)c4c(c3)OC(c3ccc(O)c(O)c3)C(O)C4=O)C(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18a2d0>,CC1OC(OCC2OC(Oc3cc(O)c4c(c3)OC(c3ccc(O)c(O)c3)C(O)C4=O)C(O)C(O)C2O)C(O)C(O)C1O
CC(=O)OCC1OC(OC2C(O)C(C)OC(Oc3cc(-c4oc5cc(O)cc(O)c5c(=O)c4O)ccc3O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18a340>,CC(=O)OCC1OC(OC2C(O)C(C)OC(Oc3cc(-c4oc5cc(O)cc(O)c5c(=O)c4O)ccc3O)C2O)C(O)C(O)C1O
COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)O)CCC34C)C2(C)C)C(OC2OC(C(=O)OO)C(O)C(O)C2O)C(O)C1O,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18a570>,COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)O)CCC34C)C2(C)C)C(OC2OC(C(=O)OO)C(O)C(O)C2O)C(O)C1O
CC1OC(OC2C(OC3C(OC4CCC5(C)C6CC=C7C8CC(C)(CO)CC(=O)C8(C)CCC7(C)C6(C)CCC5(C)C4(C)CO)OC(C(=O)O)C(O)C3O)OCC(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18a5e0>,CC1OC(OC2C(OC3C(OC4CCC5(C)C6CC=C7C8CC(C)(CO)CC(=O)C8(C)CCC7(C)C6(C)CCC5(C)C4(C)CO)OC(C(=O)O)C(O)C3O)OCC(O)C2O)C(O)C(O)C1O
CC1OC(OC2C(OC3C(OC4CCC5(C)C6CC=C7C8CC(C)(CO)CC(O)C8(C)CCC7(C)C6(C)CCC5(C)C4(C)CO)OC(C(=O)O)C(O)C3O)OCC(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18a650>,CC1OC(OC2C(OC3C(OC4CCC5(C)C6CC=C7C8CC(C)(CO)CC(O)C8(C)CCC7(C)C6(C)CCC5(C)C4(C)CO)OC(C(=O)O)C(O)C3O)OCC(O)C2O)C(O)C(O)C1O
CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C(=O)O)CC(O)C7(C)CCC56C)C4(C)CO)OC(C(=O)O)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18a6c0>,CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C(=O)O)CC(O)C7(C)CCC56C)C4(C)CO)OC(C(=O)O)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O
COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3C(=O)C=C3C5CC(C)(C(=O)OC)CCC5(C)CCC34C)C2(C)C)C(OC2OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C2OC(C)=O)C(OC(C)=O)C1OC(C)=O,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18a730>,COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3C(=O)C=C3C5CC(C)(C(=O)OC)CCC5(C)CCC34C)C2(C)C)C(OC2OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C2OC(C)=O)C(OC(C)=O)C1OC(C)=O
CC1(C)CC2C3=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)CCC2(C(=O)OC2OC(CO)C(O)C(O)C2O)CC1O,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18a7a0>,CC1(C)CC2C3=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)CCC2(C(=O)OC2OC(CO)C(O)C(O)C2O)CC1O
CON1C(=O)c2ccccc2S1(=O)=O,sweet,sweet,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18a8f0>,CON1C(=O)c2ccccc2S1(=O)=O
CC1(C)OCC(CCC2OCCCC2O)O1,sweet,sweet,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18a960>,CC1(C)OCC(CCC2OCCCC2O)O1
OCC1OC(OC2CCCCC2Cl)C(O)C1O,sweet,sweet,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18a9d0>,OCC1OC(OC2CCCCC2Cl)C(O)C1O
OCC(O)C(OC1OC(C(O)CO)C(O)C1O)C(O)CO,sweet,sweet,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18aa40>,OCC(O)C(OC1OC(C(O)CO)C(O)C1O)C(O)CO
Nc1nc(Cl)nc2c1ncn2C1CC(O)C(COP(=O)(O)O)O1,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18aab0>,Nc1nc(Cl)nc2c1ncn2C1CC(O)C(COP(=O)(O)O)O1
CCCC(=O)NCCCCC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC,sweet,sweet,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18ab20>,CCCC(=O)NCCCCC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC
CCCCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet,sweet,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18ab90>,CCCCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
CCCCCCCCCCCCCC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18ac00>,CCCCCCCCCCCCCC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)O
Cc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18ac70>,Cc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O.[Fe+3].[OH-].[OH-].[OH-],sweet,sweet,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18ace0>,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O.[Fe+3].[OH-].[OH-].[OH-]
CC1(O)CC(O)C(O)C(OC2C(=O)c3c(O)cc(O)cc3OC2c2cc(O)c(O)c(O)c2)O1,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18adc0>,CC1(O)CC(O)C(O)C(OC2C(=O)c3c(O)cc(O)cc3OC2c2cc(O)c(O)c(O)c2)O1
O=C(CCc1ccc2c(c1)OCCO2)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18aea0>,O=C(CCc1ccc2c(c1)OCCO2)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O
COC1OC(C)C(OC2OC(C)C(O)C(OC)C2OC2OC(C)C(O)C(OC)C2OC)C(OC)C1OC,sweet,sweet,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18af80>,COC1OC(C)C(OC2OC(C)C(O)C(OC)C2OC2OC(C)C(O)C(OC)C2OC)C(OC)C1OC
CCNc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18aff0>,CCNc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O
C=C1C2CCC3C4(C)CC(OC5OC(CO)C(O)C(O)C5OC(=O)CC(C)C)CC(C(=O)O)C4CCC3(C2)C1O,sweet,sweet,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18b060>,C=C1C2CCC3C4(C)CC(OC5OC(CO)C(O)C(O)C5OC(=O)CC(C)C)CC(C(=O)O)C4CCC3(C2)C1O
CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(OC2OCC(O)C(O)C2O)C(O)C1O,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18b0d0>,CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(OC2OCC(O)C(O)C2O)C(O)C1O
COc1ccc(-c2cc(=O)c3c(O)c(OC4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)c(OC)cc3o2)cc1,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18b140>,COc1ccc(-c2cc(=O)c3c(O)c(OC4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)c(OC)cc3o2)cc1
COc1cc(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)c2c(=O)cc(-c3cc(OC)c(OC)c(OC)c3)oc2c1,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18b1b0>,COc1cc(OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O)c2c(=O)cc(-c3cc(OC)c(OC)c(OC)c3)oc2c1
CC1(CO)CC(O)C2(C)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18b4c0>,CC1(CO)CC(O)C2(C)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1
COC(=O)COC(OC1C(O)C(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)O)CCC34C)C2(C)C)OC(C(=O)OC)C1O)C(O)C(=O)OC,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18b5a0>,COC(=O)COC(OC1C(O)C(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)O)CCC34C)C2(C)C)OC(C(=O)OC)C1O)C(O)C(=O)OC
CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3C(=CCC4C3(C)CCC3C(C)(C)C(OC5OC(C(=O)O)C(O)C(OC6OC(CO)C(O)C(O)C6O)C5O)CCC34C)C2C1,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18b6f0>,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3C(=CCC4C3(C)CCC3C(C)(C)C(OC5OC(C(=O)O)C(O)C(OC6OC(CO)C(O)C(O)C6O)C5O)CCC34C)C2C1
CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5C(=O)C=C5C7CC(C)(C)CC(O)C7(C)CCC56C)C4(C)CO)OC(C(=O)O)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18b7d0>,CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5C(=O)C=C5C7CC(C)(C)CC(O)C7(C)CCC56C)C4(C)CO)OC(C(=O)O)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O
CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OCC(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18b8b0>,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OCC(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C(O)C6O)C(C)(C)C5CCC43C)C2C1
COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C(=O)OC)CC(OC6OCC(O)C(O)C6O)C5(C)CCC34C)C2(C)CO)C(OC2OC(CO)C(O)C(O)C2OC2OC(C)C(O)C(O)C2O)C(O)C1O,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18b990>,COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C(=O)OC)CC(OC6OCC(O)C(O)C6O)C5(C)CCC34C)C2(C)CO)C(OC2OC(CO)C(O)C(O)C2OC2OC(C)C(O)C(O)C2O)C(O)C1O
COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)OC5OCC(O)C(OC6OC(C)C(OC)C(OC)C6OC)C5OC5OC(C)C(OC)C(OC)C5OC)C(O)CC34C)C2(C)C)C(OC)C(OC)C1OC,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18ba00>,COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)OC5OCC(O)C(OC6OC(C)C(OC)C(OC)C6OC)C5OC5OC(C)C(OC)C(OC)C5OC)C(O)CC34C)C2(C)C)C(OC)C(OC)C1OC
COC1C(O)C(O)C(O)OC1(C)C,sweet,sweet,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18bae0>,COC1C(O)C(O)C(O)OC1(C)C
COC(C)(C)OC1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18bc30>,COC(C)(C)OC1OC(CO)C(O)C(O)C1O
Nc1ncnc2c1ncn2C1CC(O)C(COP(O)(=S)S)O1,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18bdf0>,Nc1ncnc2c1ncn2C1CC(O)C(COP(O)(=S)S)O1
Nc1ncnc2c1ncn2C1CC(OP(O)(=S)S)C(CO)O1,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18be60>,Nc1ncnc2c1ncn2C1CC(OP(O)(=S)S)C(CO)O1
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)CP(=O)(O)CP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18bf40>,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)CP(=O)(O)CP(=O)(O)O)C(O)C1O
OCC1OC(OCCCOCCCCOCCCOCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18c040>,OCC1OC(OCCCOCCCCOCCCOCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O
CC1OC(OCC2OC(Oc3cc(O)c4c(=O)cc(-c5ccc(O)c(O)c5)oc4c3)C(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18c0b0>,CC1OC(OCC2OC(Oc3cc(O)c4c(=O)cc(-c5ccc(O)c(O)c5)oc4c3)C(O)C(O)C2O)C(O)C(O)C1O
CC1(C)CCC2(C(=O)O)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18c190>,CC1(C)CCC2(C(=O)O)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1
CC1(C)CC(C(=O)OC2OC(CO)C(O)C(O)C2O)C2CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OCC(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18c350>,CC1(C)CC(C(=O)OC2OC(CO)C(O)C(O)C2O)C2CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OCC(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1
CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18c3c0>,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1
CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OCC(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18c430>,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OCC(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1
O=C1c2ccccc2S(=O)(=O)N1O,sweet,sweet,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18c5f0>,O=C1c2ccccc2S(=O)(=O)N1O
C#CC(OCC)OC1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18c660>,C#CC(OCC)OC1OC(CO)C(O)C(O)C1O
NC(=O)CC(NC(=O)C(N)Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18c6d0>,NC(=O)CC(NC(=O)C(N)Cc1ccccc1)C(=O)O
OCC1CC(OC2OC(CO)C(O)C(O)C2O)CCO1,sweet,sweet,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18c740>,OCC1CC(OC2OC(CO)C(O)C(O)C2O)CCO1
OCC1OC(OCCI)C(O)C(O)C1O,sweet,sweet,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18c820>,OCC1OC(OCCI)C(O)C(O)C1O
Nc1ncnc2c1nc(N1CCCCC1)n2C1OC2COP(=O)(O)OC2C1O,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18c900>,Nc1ncnc2c1nc(N1CCCCC1)n2C1OC2COP(=O)(O)OC2C1O
COc1c(OC2OC(C)C(O)C(O)C2O)cc2oc(-c3ccc(O)cc3)cc(=O)c2c1O,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18c9e0>,COc1c(OC2OC(C)C(O)C(O)C2O)cc2oc(-c3ccc(O)cc3)cc(=O)c2c1O
COc1cc(O)c2c(=O)cc(-c3ccc(O)c(OC4OC(CO)C(O)C(O)C4O)c3)oc2c1,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18ca50>,COc1cc(O)c2c(=O)cc(-c3ccc(O)c(OC4OC(CO)C(O)C(O)C4O)c3)oc2c1
COc1cc(OC2OC(CO)C(O)C(O)C2O)c2c(=O)cc(-c3cc(OC)c(O)c(OC)c3)oc2c1,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18cac0>,COc1cc(OC2OC(CO)C(O)C(O)C2O)c2c(=O)cc(-c3cc(OC)c(O)c(OC)c3)oc2c1
CC(C)(C)COc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18cb30>,CC(C)(C)COc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O
C=C1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18cba0>,C=C1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1
CC1(C)CC(O)C2(C)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OCC(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18ccf0>,CC1(C)CC(O)C2(C)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OCC(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1
COC(=O)C1OC(OC2C(OC3CCC4(C)C(CCC5(C)C4C(=O)C=C4C6CC(C)(C(=O)OC)CCC6(C)CCC45C)C3(C)C)OC(C(=O)OC)C(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18ce40>,COC(=O)C1OC(OC2C(OC3CCC4(C)C(CCC5(C)C4C(=O)C=C4C6CC(C)(C(=O)OC)CCC6(C)CCC45C)C3(C)C)OC(C(=O)OC)C(O)C2O)C(O)C(O)C1O
CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C)CC(O)C7(C)CCC56C)C4(C)C)OC(C(=O)O)C(O)C3O)OCC(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18ceb0>,CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C)CC(O)C7(C)CCC56C)C4(C)C)OC(C(=O)O)C(O)C3O)OCC(O)C2O)C(O)C(O)C1O
COC1(C(=O)O)OC2C(C(=O)O)OC(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(=O)OC6OC(CO)C(O)C(O)C6O)CCC45C)C3(C)C)C(O)C2OC1OCC(=O)O,sweet,sweet-like,flavor_db,<rdkit.Chem.rdchem.Mol object at 0x7c524b18cf90>,COC1(C(=O)O)OC2C(C(=O)O)OC(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(=O)OC6OC(CO)C(O)C(O)C6O)CCC45C)C3(C)C)C(O)C2OC1OCC(=O)O
